seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr20	49575047	49575059	13	*	X4846	8813	49551405	49575060	23656	-	0	inside	0	DPM1
chr20	49639511	49639592	82	*	X4847	3755	49620193	49639675	19483	-	0	inside	82	KCNG1
chr20	5093880	5093918	39	*	X4849	29058	5049129	5093733	44605	-	146	upstream	146	TMEM230
chr20	5100035	5100074	40	*	X4850	100302739	5100232	5100615	384	+	157	upstream	157	PCNA-AS1
chr20	5100511	5100542	32	*	X4851	100302739	5100232	5100615	384	+	0	inside	278	PCNA-AS1
chr20	5107704	5107717	14	*	X4852	5111	5095599	5107268	11670	-	435	upstream	435	PCNA
chr20	5107704	5107717	14	*	X4852	8760	5107407	5178533	71127	+	0	inside	296	CDS2
chr20	524259	524528	270	*	X4855	1457	463338	524482	61145	-	0	overlapStart	0	CSNK2A1
chr20	524620	524776	157	*	X4856	1457	463338	524482	61145	-	137	upstream	137	CSNK2A1
chr20	52824352	52824456	105	*	X4857	5203	52824502	52836492	11991	+	45	upstream	45	PFDN4
chr20	52824476	52824680	205	*	X4858	5203	52824502	52836492	11991	+	0	overlapStart	0	PFDN4
chr20	54967410	54967834	425	*	X4859	1477	54967427	54979582	12156	+	0	overlapStart	0	CSTF1
chr20	54967410	54967834	425	*	X4859	6790	54944445	54967351	22907	-	58	upstream	58	AURKA
chr20	5591418	5591640	223	*	X4860	56261	5525080	5591672	66593	-	0	inside	31	GPCPD1
chr20	57225883	57226204	322	*	X4861	8675	57226309	57254582	28274	+	104	upstream	104	STX16
chr20	57226274	57226533	260	*	X4862	8675	57226309	57254582	28274	+	0	overlapStart	0	STX16
chr20	57226552	57226649	98	*	X4863	8675	57226309	57254582	28274	+	0	inside	242	STX16
chr20	5730961	5731107	147	*	X4865	149840	5731043	5844559	113517	+	0	overlapStart	0	SHLD1
chr20	57556341	57556351	11	*	X4867	51497	57556263	57570188	13926	+	0	inside	77	NELFCD
chr20	57556442	57556468	27	*	X4868	51497	57556263	57570188	13926	+	0	inside	178	NELFCD
chr20	57556509	57556582	74	*	X4869	51497	57556263	57570188	13926	+	0	inside	245	NELFCD
chr20	57607058	57607374	317	*	X4872	514	57603733	57607422	3690	-	0	inside	47	ATP5F1E
chr20	58515472	58515484	13	*	X4873	5509	58511887	58515352	3466	-	119	upstream	119	PPP1R3D
chr20	5986662	5986928	267	*	X4874	54675	5986739	6020697	33959	+	0	overlapStart	0	CRLS1
chr20	60640837	60640865	29	*	X4875	6874	60549854	60640866	91013	-	0	inside	0	TAF4
chr20	60641167	60641183	17	*	X4876	6874	60549854	60640866	91013	-	300	upstream	300	TAF4
chr20	60641473	60641577	105	*	X4877	6874	60549854	60640866	91013	-	606	upstream	606	TAF4
chr20	60697198	60697216	19	*	X4878	149986	60697517	60710434	12918	+	300	upstream	300	LSM14B
chr20	60718314	60718364	51	*	X4879	26039	60718822	60757566	38745	+	457	upstream	457	SS18L1
chr20	60718314	60718364	51	*	X4879	5688	60711783	60718514	6732	-	0	inside	149	PSMA7
chr20	60718381	60718435	55	*	X4880	26039	60718822	60757566	38745	+	386	upstream	386	SS18L1
chr20	60718381	60718435	55	*	X4880	5688	60711783	60718514	6732	-	0	inside	78	PSMA7
chr20	60718594	60718612	19	*	X4881	26039	60718822	60757566	38745	+	209	upstream	209	SS18L1
chr20	60718594	60718612	19	*	X4881	5688	60711783	60718514	6732	-	79	upstream	79	PSMA7
chr20	60757717	60758044	328	*	X4882	26164	60758081	60777810	19730	+	36	upstream	36	MTG2
chr20	60758155	60758190	36	*	X4883	26164	60758081	60777810	19730	+	0	inside	73	MTG2
chr20	60961898	60961986	89	*	X4884	6227	60962121	60963576	1456	+	134	upstream	134	RPS21
chr20	60962076	60962108	33	*	X4885	6227	60962121	60963576	1456	+	12	upstream	12	RPS21
chr20	61569020	61569060	41	*	X4888	11083	61509090	61569304	60215	-	0	inside	243	DIDO1
chr20	61569020	61569060	41	*	X4888	54994	61569441	61579827	10387	+	380	upstream	380	GID8
chr20	61569078	61569335	258	*	X4889	11083	61509090	61569304	60215	-	0	overlapStart	0	DIDO1
chr20	61569078	61569335	258	*	X4889	54994	61569441	61579827	10387	+	105	upstream	105	GID8
chr20	61569542	61569555	14	*	X4890	11083	61509090	61569304	60215	-	237	upstream	237	DIDO1
chr20	61569542	61569555	14	*	X4890	54994	61569441	61579827	10387	+	0	inside	100	GID8
chr20	62152041	62152281	241	*	X4891	79144	62152133	62153524	1392	+	0	overlapStart	0	PPDPF
chr20	62152399	62152631	233	*	X4892	79144	62152133	62153524	1392	+	0	inside	265	PPDPF
chr20	62258625	62258769	145	*	X4895	26205	62218955	62258381	39427	-	243	upstream	243	GMEB2
chr20	62289442	62289914	473	*	X4896	100533107	62289163	62330051	40889	+	0	inside	278	RTEL1-TNFRSF6B
chr20	62289442	62289914	473	*	X4896	51750	62289163	62328544	39382	+	0	inside	278	RTEL1
chr20	62339185	62339259	75	*	X4898	10139	62329995	62339365	9371	-	0	inside	105	ARFRP1
chr20	62496702	62496756	55	*	X4899	7165	62496581	62522898	26318	+	0	inside	120	TPD52L2
chr20	62587627	62587769	143	*	X4900	54963	62571182	62587800	16619	-	0	inside	30	UCKL1
chr20	62886790	62886953	164	*	X4901	55251	62887048	62907579	20532	+	94	upstream	94	PCMTD2
chr20	8000272	8000380	109	*	X4903	56255	7961716	8000393	38678	-	0	inside	12	TMX4
chr2	100106367	100106597	231	*	X4905	51455	100016938	100106480	89543	-	0	overlapStart	0	REV1
chr2	100106722	100106823	102	*	X4906	51455	100016938	100106480	89543	-	241	upstream	241	REV1
chr2	101179620	101179752	133	*	X4907	79031	101179418	101193201	13784	+	0	inside	201	PDCL3
chr2	101618660	101618855	196	*	X4908	6160	101618691	101636155	17465	+	0	overlapStart	0	RPL31
chr2	101924982	101925099	118	*	X4909	100847007	101925912	101925996	85	+	812	upstream	812	MIR5696
chr2	101924982	101925099	118	*	X4909	284996	101887684	101925178	37495	-	0	inside	78	RNF149
chr2	10262756	10262968	213	*	X4910	6241	10262695	10271546	8852	+	0	inside	60	RRM2
chr2	103353305	103353317	13	*	X4914	130827	103353394	103434138	80745	+	76	upstream	76	TMEM182
chr2	103353305	103353317	13	*	X4914	84804	103333666	103353347	19682	-	0	inside	29	MFSD9
chr2	10587787	10587819	33	*	X4916	100302743	10586840	10586975	136	-	811	upstream	811	SNORA80B
chr2	10588045	10588410	366	*	X4917	100302743	10586840	10586975	136	-	1069	upstream	1069	SNORA80B
chr2	10588045	10588410	366	*	X4917	4953	10580508	10588453	7946	-	0	inside	42	ODC1
chr2	10588438	10588473	36	*	X4918	100302743	10586840	10586975	136	-	1462	upstream	1462	SNORA80B
chr2	10588438	10588473	36	*	X4918	4953	10580508	10588453	7946	-	0	overlapStart	0	ODC1
chr2	106810683	106810736	54	*	X4921	80146	106709759	106810795	101037	-	0	inside	58	UXS1
chr2	109150444	109150631	188	*	X4922	3987	109150811	109303702	152892	+	179	upstream	179	LIMS1
chr2	109335814	109335840	27	*	X4923	5903	109335937	109402267	66331	+	96	upstream	96	RANBP2
chr2	109335906	109336093	188	*	X4924	5903	109335937	109402267	66331	+	0	overlapStart	0	RANBP2
chr2	109403198	109403276	79	*	X4926	165055	109403219	109492847	89629	+	0	overlapStart	0	CCDC138
chr2	111878603	111878614	12	*	X4929	10018	111878491	111926022	47532	+	0	inside	111	BCL2L11
chr2	112641591	112641938	348	*	X4930	64682	112525214	112641741	116528	-	0	overlapStart	0	ANAPC1
chr2	11273255	11273276	22	*	X4932	130813	11273179	11286916	13738	+	0	inside	75	C2orf50
chr2	11273255	11273276	22	*	X4932	285150	11239977	11272347	32371	-	907	upstream	907	FLJ33534
chr2	112812077	112812091	15	*	X4933	84910	112812800	112876895	64096	+	708	upstream	708	TMEM87B
chr2	112812820	112812859	40	*	X4934	84910	112812800	112876895	64096	+	0	inside	19	TMEM87B
chr2	11295616	11295639	24	*	X4935	130814	11295540	11318998	23459	+	0	inside	75	SLC66A3
chr2	11295672	11295787	116	*	X4936	130814	11295540	11318998	23459	+	0	inside	131	SLC66A3
chr2	11295822	11295844	23	*	X4937	130814	11295540	11318998	23459	+	0	inside	281	SLC66A3
chr2	113032819	113033350	532	*	X4938	376940	113033178	113097640	64463	+	0	overlapStart	0	ZC3H6
chr2	113341889	113341992	104	*	X4942	84269	113342036	113346850	4815	+	43	upstream	43	CHCHD5
chr2	113403495	113403784	290	*	X4943	400999	113399407	113401757	2351	-	1737	upstream	1737	FLJ42351
chr2	113403495	113403784	290	*	X4943	6574	113403434	113421400	17967	+	0	inside	60	SLC20A1
chr2	113522114	113522133	20	*	X4945	150468	113495444	113522254	26811	-	0	inside	120	CKAP2L
chr2	114341278	114341358	81	*	X4946	375260	114341230	114356613	15384	+	0	inside	47	WASH2P
chr2	114341393	114341608	216	*	X4947	375260	114341230	114356613	15384	+	0	inside	162	WASH2P
chr2	114514150	114514180	31	*	X4949	80255	114471930	114514400	42471	-	0	inside	219	SLC35F5
chr2	114647256	114647475	220	*	X4950	10096	114647511	114719129	71619	+	35	upstream	35	ACTR3
chr2	11484639	11484759	121	*	X4951	9475	11321778	11484711	162934	-	0	overlapStart	0	ROCK2
chr2	11484894	11484972	79	*	X4952	9475	11321778	11484711	162934	-	182	upstream	182	ROCK2
chr21	17102311	17102360	50	*	X4954	29761	17102496	17252377	149882	+	135	upstream	135	USP25
chr21	17102379	17102411	33	*	X4955	29761	17102496	17252377	149882	+	84	upstream	84	USP25
chr21	17102450	17102506	57	*	X4956	29761	17102496	17252377	149882	+	0	overlapStart	0	USP25
chr2	118572290	118572418	129	*	X4957	8886	118572255	118589953	17699	+	0	inside	34	DDX18
chr2	118846108	118846180	73	*	X4958	51141	118846050	118867597	21548	+	0	inside	57	INSIG2
chr21	18885305	18885333	29	*	X4960	1525	18885224	18965897	80674	+	0	inside	80	CXADR
chr21	18985066	18985239	174	*	X4961	10950	18965968	18985268	19301	-	0	inside	28	BTG3
chr21	19191427	19191986	560	*	X4962	54149	19161284	19191703	30420	-	0	overlapStart	0	C21orf91
chr2	120517387	120517625	239	*	X4963	5775	120517207	120742474	225268	+	0	inside	179	PTPN4
chr2	120980754	120980941	188	*	X4964	79134	120975047	120980984	5938	-	0	inside	42	TMEM185B
chr2	122288367	122288613	247	*	X4965	100151683	122288456	122288585	130	+	0	includeFeature	0	RNU4ATAC
chr21	22370751	22370770	20	*	X4966	4685	22370633	22912517	541885	+	0	inside	117	NCAM2
chr2	122513172	122513360	189	*	X4967	7247	122513121	122525428	12308	+	0	inside	50	TSN
chr21	26979611	26980020	410	*	X4968	54148	26957968	26979801	21834	-	0	overlapStart	0	MRPL39
chr21	27107155	27107733	579	*	X4969	2551	27107258	27144771	37514	+	0	overlapStart	0	GABPA
chr21	27107155	27107733	579	*	X4969	522	27096791	27107965	11175	-	0	inside	231	ATP5PF
chr21	27107897	27107928	32	*	X4970	522	27096791	27107965	11175	-	0	inside	36	ATP5PF
chr21	27107949	27108031	83	*	X4971	522	27096791	27107965	11175	-	0	overlapStart	0	ATP5PF
chr2	128051574	128051676	103	*	X4972	2071	128014866	128051752	36887	-	0	inside	75	ERCC3
chr2	128568623	128568756	134	*	X4979	55339	128461808	128568761	106954	-	0	inside	4	WDR33
chr2	128615618	128615719	102	*	X4980	5433	128603840	128615729	11890	-	0	inside	9	POLR2D
chr2	128644054	128644275	222	*	X4981	83607	128619207	128643514	24308	-	539	upstream	539	AMMECR1L
chr21	30257439	30257731	293	*	X4982	29104	30244513	30257695	13183	-	0	overlapStart	0	N6AMT1
chr21	30365024	30365215	192	*	X4983	26046	30300466	30365277	64812	-	0	inside	61	LTN1
chr21	30365338	30365362	25	*	X4984	26046	30300466	30365277	64812	-	60	upstream	60	LTN1
chr21	30391539	30391559	21	*	X4986	10069	30378080	30391685	13606	-	0	inside	125	RWDD2B
chr21	30445765	30446349	585	*	X4987	10694	30428648	30446010	17363	-	0	overlapStart	0	CCT8
chr2	131100236	131100262	27	*	X4988	84317	131095816	131099922	4107	-	313	upstream	313	CCDC115
chr2	131100236	131100262	27	*	X4988	92856	131100489	131104197	3709	+	226	upstream	226	IMP4
chr2	131100424	131100478	55	*	X4989	84317	131095816	131099922	4107	-	501	upstream	501	CCDC115
chr2	131100424	131100478	55	*	X4989	92856	131100489	131104197	3709	+	10	upstream	10	IMP4
chr2	131100518	131100793	276	*	X4990	84317	131095816	131099922	4107	-	595	upstream	595	CCDC115
chr2	131100518	131100793	276	*	X4990	92856	131100489	131104197	3709	+	0	inside	28	IMP4
chr2	131850686	131851057	372	*	X4991	130074	131805449	131851004	45556	-	0	overlapStart	0	FAM168B
chr2	131851088	131851191	104	*	X4992	130074	131805449	131851004	45556	-	83	upstream	83	FAM168B
chr2	132250624	132250661	38	*	X4994	100616378	132248733	132248809	77	-	1814	upstream	1814	MIR4784
chr2	132250624	132250661	38	*	X4994	150776	132250386	132279149	28764	+	0	inside	237	SMPD4BP
chr2	132250624	132250661	38	*	X4994	653784	132241533	132250064	8532	-	559	upstream	559	MZT2A
chr21	33031990	33032415	426	*	X4995	6647	33031935	33041243	9309	+	0	inside	54	SOD1
chr21	33104217	33104411	195	*	X4997	57466	33043313	33104431	61119	-	0	inside	19	SCAF4
chr21	33651181	33651370	190	*	X4998	54069	33640530	33651376	10847	-	0	inside	5	MIS18A
chr21	33765166	33765282	117	*	X4999	84996	33765442	33766266	825	+	159	upstream	159	URB1-AS1
chr21	33765166	33765282	117	*	X4999	9875	33683330	33765312	81983	-	0	inside	29	URB1
chr21	33984587	33985257	671	*	X5000	56683	33954510	33984918	30409	-	0	overlapStart	0	CFAP298
chr21	34143879	34144220	342	*	X5001	54067	34144411	34170016	25606	+	190	upstream	190	C21orf62-AS1
chr21	34143879	34144220	342	*	X5001	94104	34106210	34144169	37960	-	0	overlapStart	0	PAXBP1
chr21	34144472	34144538	67	*	X5002	54067	34144411	34170016	25606	+	0	inside	60	C21orf62-AS1
chr21	34144472	34144538	67	*	X5002	94104	34106210	34144169	37960	-	302	upstream	302	PAXBP1
chr21	34696883	34697165	283	*	X5003	3454	34696734	34732128	35395	+	0	inside	148	IFNAR1
chr21	34852022	34852216	195	*	X5010	757	34804793	34852316	47524	-	0	inside	99	TMEM50B
chr21	34863850	34864145	296	*	X5011	54943	34860238	34864023	3786	-	0	overlapStart	0	DNAJC28
chr21	35015455	35015566	112	*	X5014	9946	34961648	35014160	52513	-	1294	upstream	1294	CRYZL1
chr21	35015597	35015619	23	*	X5015	9946	34961648	35014160	52513	-	1436	upstream	1436	CRYZL1
chr21	35287931	35288152	222	*	X5016	539	35275757	35288158	12402	-	0	inside	5	ATP5PO
chr21	35445873	35446036	164	*	X5017	64968	35445823	35515334	69512	+	0	inside	49	MRPS6
chr21	35445873	35446036	164	*	X5017	6526	35445823	35478561	32739	+	0	inside	49	SLC5A3
chr2	135676170	135676196	27	*	X5019	100129961	135624203	135676176	51974	-	0	overlapStart	0	CCNT2-AS1
chr2	135676170	135676196	27	*	X5019	905	135676392	135716915	40524	+	195	upstream	195	CCNT2
chr2	135676391	135676449	59	*	X5020	100129961	135624203	135676176	51974	-	214	upstream	214	CCNT2-AS1
chr2	135676391	135676449	59	*	X5020	905	135676392	135716915	40524	+	0	overlapStart	0	CCNT2
chr2	136499423	136499436	14	*	X5021	23190	136499189	136542633	43445	+	0	inside	233	UBXN4
chr2	136742726	136742975	250	*	X5022	1615	136664254	136743222	78969	-	0	inside	246	DARS1
chr2	136742987	136743210	224	*	X5023	1615	136664254	136743222	78969	-	0	inside	11	DARS1
chr21	37442287	37442461	175	*	X5027	873	37442285	37445464	3180	+	0	inside	1	CBR1
chr21	37442550	37442739	190	*	X5028	873	37442285	37445464	3180	+	0	inside	264	CBR1
chr21	37757672	37757802	131	*	X5029	8208	37757689	37789125	31437	+	0	overlapStart	0	CHAF1B
chr21	38445162	38445218	57	*	X5030	51227	38437664	38445458	7795	-	0	inside	239	PIGP
chr21	38445162	38445218	57	*	X5030	7267	38445571	38575408	129838	+	352	upstream	352	TTC3
chr21	38445266	38445282	17	*	X5031	51227	38437664	38445458	7795	-	0	inside	175	PIGP
chr21	38445266	38445282	17	*	X5031	7267	38445571	38575408	129838	+	288	upstream	288	TTC3
chr21	38445315	38445390	76	*	X5032	51227	38437664	38445458	7795	-	0	inside	67	PIGP
chr21	38445315	38445390	76	*	X5032	7267	38445571	38575408	129838	+	180	upstream	180	TTC3
chr21	38446128	38446323	196	*	X5033	51227	38437664	38445458	7795	-	669	upstream	669	PIGP
chr21	38739412	38739511	100	*	X5034	1859	38739859	38887679	147821	+	347	upstream	347	DYRK1A
chr2	139259167	139259209	43	*	X5035	339745	139259350	139330805	71456	+	140	upstream	140	SPOPL
chr2	139259479	139259574	96	*	X5036	339745	139259350	139330805	71456	+	0	inside	128	SPOPL
chr2	139259622	139259697	76	*	X5037	339745	139259350	139330805	71456	+	0	inside	271	SPOPL
chr21	40555008	40555597	590	*	X5039	8624	40547372	40555440	8069	-	0	overlapStart	0	PSMG1
chr21	40685415	40685504	90	*	X5040	54014	40557404	40685712	128309	-	0	inside	207	BRWD1
chr21	40685556	40685974	419	*	X5041	100874093	40687633	40695144	7512	+	1658	upstream	1658	BRWD1-AS1
chr21	40685556	40685974	419	*	X5041	54014	40557404	40685712	128309	-	0	overlapStart	0	BRWD1
chr21	43430429	43430503	75	*	X5042	49854	43406940	43430496	23557	-	0	overlapStart	0	ZBTB21
chr21	43430703	43430744	42	*	X5043	49854	43406940	43430496	23557	-	206	upstream	206	ZBTB21
chr21	44299545	44299590	46	*	X5045	10785	44263190	44299699	36510	-	0	inside	108	WDR4
chr21	44299545	44299590	46	*	X5045	4731	44299754	44329773	30020	+	163	upstream	163	NDUFV3
chr21	45079427	45079494	68	*	X5047	11077	44949072	45079374	130303	-	52	upstream	52	HSF2BP
chr21	45079427	45079494	68	*	X5047	23076	45079432	45115960	36529	+	0	overlapStart	0	RRP1B
chr21	45079536	45079549	14	*	X5048	11077	44949072	45079374	130303	-	161	upstream	161	HSF2BP
chr21	45079536	45079549	14	*	X5048	23076	45079432	45115960	36529	+	0	inside	103	RRP1B
chr21	45139243	45139308	66	*	X5050	8566	45138978	45182188	43211	+	0	inside	264	PDXK
chr21	45195878	45196294	417	*	X5053	1476	45193546	45196256	2711	-	0	overlapStart	0	CSTB
chr21	45209199	45209221	23	*	X5054	8568	45209418	45223983	14566	+	196	upstream	196	RRP1
chr21	45209424	45209534	111	*	X5055	8568	45209418	45223983	14566	+	0	inside	5	RRP1
chr21	45553497	45553697	201	*	X5056	8209	45553494	45565605	12112	+	0	inside	2	GATD3A
chr21	45759270	45759331	62	*	X5057	755	45748827	45759285	10459	-	0	overlapStart	0	CFAP410
chr21	45759344	45759359	16	*	X5058	755	45748827	45759285	10459	-	58	upstream	58	CFAP410
chr21	45759372	45759420	49	*	X5059	755	45748827	45759285	10459	-	86	upstream	86	CFAP410
chr21	46221596	46221707	112	*	X5060	7327	46188495	46221751	33257	-	0	inside	43	UBE2G2
chr21	46221809	46221923	115	*	X5061	7327	46188495	46221751	33257	-	57	upstream	57	UBE2G2
chr21	46293541	46293630	90	*	X5063	754	46269500	46293818	24319	-	0	inside	187	PTTG1IP
chr21	46359670	46359794	125	*	X5064	84536	46353199	46359828	6630	-	0	inside	33	LINC01547
chr21	46359670	46359794	125	*	X5064	85395	46359955	46396888	36934	+	160	upstream	160	FAM207A
chr21	46494060	46494331	272	*	X5065	104	46494493	46646478	151986	+	161	upstream	161	ADARB1
chr21	46494060	46494331	272	*	X5065	728039	46490871	46493126	2256	-	933	upstream	933	SSR4P1
chr21	47648587	47648644	58	*	X5066	114044	47649158	47671743	22586	+	513	upstream	513	MCM3AP-AS1
chr21	47648587	47648644	58	*	X5066	4047	47608360	47648738	40379	-	0	inside	93	LSS
chr21	47705764	47706132	369	*	X5067	54059	47706267	47717665	11399	+	134	upstream	134	YBEY
chr21	47705764	47706132	369	*	X5067	8888	47655048	47705236	50189	-	527	upstream	527	MCM3AP
chr21	47706249	47706376	128	*	X5068	54059	47706267	47717665	11399	+	0	overlapStart	0	YBEY
chr21	47706249	47706376	128	*	X5068	8888	47655048	47705236	50189	-	1012	upstream	1012	MCM3AP
chr21	47743771	47743781	11	*	X5069	5116	47744036	47865682	121647	+	254	upstream	254	PCNT
chr21	47743771	47743781	11	*	X5069	54058	47720344	47743785	23442	-	0	inside	3	C21orf58
chr21	47743814	47743817	4	*	X5070	5116	47744036	47865682	121647	+	218	upstream	218	PCNT
chr21	47743814	47743817	4	*	X5070	54058	47720344	47743785	23442	-	28	upstream	28	C21orf58
chr21	47744141	47744209	69	*	X5071	5116	47744036	47865682	121647	+	0	inside	104	PCNT
chr21	47744141	47744209	69	*	X5071	54058	47720344	47743785	23442	-	355	upstream	355	C21orf58
chr21	47744321	47744375	55	*	X5072	5116	47744036	47865682	121647	+	0	inside	284	PCNT
chr21	47744321	47744375	55	*	X5072	54058	47720344	47743785	23442	-	535	upstream	535	C21orf58
chr21	47878528	47878566	39	*	X5073	23181	47878862	47989926	111065	+	295	upstream	295	DIP2A
chr21	47878962	47878987	26	*	X5074	23181	47878862	47989926	111065	+	0	inside	99	DIP2A
chr21	48055605	48055615	11	*	X5075	3275	48055507	48085155	29649	+	0	inside	97	PRMT2
chr21	48055665	48055720	56	*	X5076	3275	48055507	48085155	29649	+	0	inside	157	PRMT2
chr21	48055735	48055809	75	*	X5077	3275	48055507	48085155	29649	+	0	inside	227	PRMT2
chr2	148778203	148778220	18	*	X5080	55777	148778580	149271044	492465	+	359	upstream	359	MBD5
chr2	148778242	148778275	34	*	X5081	55777	148778580	149271044	492465	+	304	upstream	304	MBD5
chr2	148778323	148778331	9	*	X5082	55777	148778580	149271044	492465	+	248	upstream	248	MBD5
chr2	149402059	149402090	32	*	X5083	26122	149402560	149545136	142577	+	469	upstream	469	EPC2
chr2	149402111	149402237	127	*	X5084	26122	149402560	149545136	142577	+	322	upstream	322	EPC2
chr2	149402259	149402385	127	*	X5085	26122	149402560	149545136	142577	+	174	upstream	174	EPC2
chr2	150444114	150444337	224	*	X5087	27249	150426147	150444330	18184	-	0	overlapStart	0	MMADHC
chr2	152266361	152266650	290	*	X5088	55183	152266397	152364527	98131	+	0	overlapStart	0	RIF1
chr2	152684873	152685007	135	*	X5089	26225	152645592	152685009	39418	-	0	inside	1	ARL5A
chr2	153032172	153032400	229	*	X5090	10254	152973315	153032506	59192	-	0	inside	105	STAM2
chr2	153191684	153191763	80	*	X5091	114793	153191751	153506348	314598	+	0	overlapStart	0	FMNL2
chr2	153574990	153575016	27	*	X5092	55660	153508107	153573975	65869	-	1014	upstream	1014	PRPF40A
chr2	153575093	153575152	60	*	X5093	55660	153508107	153573975	65869	-	1117	upstream	1117	PRPF40A
chr2	153575222	153575260	39	*	X5094	55660	153508107	153573975	65869	-	1246	upstream	1246	PRPF40A
chr2	15701458	15701567	110	*	X5095	51594	15307032	15701472	394441	-	0	overlapStart	0	NBAS
chr2	15731741	15732223	483	*	X5097	1653	15731745	15771235	39491	+	0	overlapStart	0	DDX1
chr2	159314357	159314849	493	*	X5098	130940	159027869	159313265	285397	-	1091	upstream	1091	CCDC148
chr2	160142954	160142984	31	*	X5100	151525	160092304	160143236	50933	-	0	inside	251	WDSUB1
chr2	160568708	160568826	119	*	X5101	29994	160175490	160568946	393457	-	0	inside	119	BAZ2B
chr2	160568708	160568826	119	*	X5101	64844	160569010	160625084	56075	+	183	upstream	183	MARCHF7
chr2	160568843	160569322	480	*	X5102	29994	160175490	160568946	393457	-	0	overlapStart	0	BAZ2B
chr2	160568843	160569322	480	*	X5102	64844	160569010	160625084	56075	+	0	overlapStart	0	MARCHF7
chr2	160569373	160569387	15	*	X5103	29994	160175490	160568946	393457	-	426	upstream	426	BAZ2B
chr2	162164709	162165293	585	*	X5105	10213	162164786	162268228	103443	+	0	overlapStart	0	PSMD14
chr2	162271022	162271041	20	*	X5106	10716	162272620	162281573	8954	+	1578	upstream	1578	TBR1
chr2	166810253	166810266	14	*	X5107	79809	166713986	166810348	96363	-	0	inside	81	TTC21B
chr2	166810428	166810465	38	*	X5108	79809	166713986	166810348	96363	-	79	upstream	79	TTC21B
chr2	166810487	166810498	12	*	X5109	79809	166713986	166810348	96363	-	138	upstream	138	TTC21B
chr2	169312927	169312960	34	*	X5110	253782	169312759	169631644	318886	+	0	inside	167	CERS6
chr2	169313052	169313293	242	*	X5111	253782	169312759	169631644	318886	+	0	inside	292	CERS6
chr2	170221013	170221184	172	*	X5112	4036	169983619	170219122	235504	-	1890	upstream	1890	LRP2
chr2	170550948	170551253	306	*	X5113	100526832	170550964	170608396	57433	+	0	overlapStart	0	PHOSPHO2-KLHL23
chr2	170550948	170551253	306	*	X5113	129881	170501935	170550931	48997	-	16	upstream	16	CCDC173
chr2	170550948	170551253	306	*	X5113	493911	170550964	170558218	7255	+	0	overlapStart	0	PHOSPHO2
chr2	170590138	170590151	14	*	X5114	151230	170590356	170608396	18041	+	204	upstream	204	KLHL23
chr2	170590279	170590327	49	*	X5115	151230	170590356	170608396	18041	+	28	upstream	28	KLHL23
chr2	170655381	170655594	214	*	X5116	6741	170655322	170668571	13250	+	0	inside	58	SSB
chr2	170681306	170681443	138	*	X5117	29081	170668268	170681420	13153	-	0	overlapStart	0	METTL5
chr2	171627164	171627242	79	*	X5118	100505695	171627604	171634757	7154	+	361	upstream	361	NA
chr2	171627533	171627541	9	*	X5119	100505695	171627604	171634757	7154	+	62	upstream	62	NA
chr2	171627605	171627740	136	*	X5120	100505695	171627604	171634757	7154	+	0	inside	0	NA
chr2	172290731	172290926	196	*	X5124	80067	172290727	172341562	50836	+	0	inside	3	DCAF17
chr2	172290963	172291277	315	*	X5125	79828	172173913	172291312	117400	-	0	inside	34	METTL8
chr2	172290963	172291277	315	*	X5125	80067	172290727	172341562	50836	+	0	inside	235	DCAF17
chr2	172864618	172864707	90	*	X5126	254042	172864804	172945587	80784	+	96	upstream	96	METAP1D
chr2	172864780	172865093	314	*	X5127	254042	172864804	172945587	80784	+	0	overlapStart	0	METAP1D
chr2	173940474	173940666	193	*	X5129	51776	173940565	174132737	192173	+	0	overlapStart	0	MAP3K20
chr2	175113198	175113276	79	*	X5131	29789	174937175	175113365	176191	-	0	inside	88	OLA1
chr2	176046263	176046422	160	*	X5132	518	176040986	176046490	5505	-	0	inside	67	ATP5MC3
chr2	177134136	177134278	143	*	X5134	10651	177134123	177202753	68631	+	0	inside	12	MTX2
chr2	178417410	178417442	33	*	X5143	150737	178414881	178417524	2644	-	0	inside	81	TTC30B
chr2	178483426	178483517	92	*	X5144	92104	178479026	178483694	4669	-	0	inside	176	TTC30A
chr2	178483612	178483864	253	*	X5145	92104	178479026	178483694	4669	-	0	overlapStart	0	TTC30A
chr2	178977240	178977305	66	*	X5147	129831	178977182	178994382	17201	+	0	inside	57	RBM45
chr2	179315788	179315870	83	*	X5151	494513	179316163	179326110	9948	+	292	upstream	292	PJVK
chr2	179315788	179315870	83	*	X5151	8575	179296141	179315958	19818	-	0	inside	87	PRKRA
chr2	179345142	179345301	160	*	X5152	51661	179328391	179343355	14965	-	1786	upstream	1786	FKBP7
chr2	179345142	179345301	160	*	X5152	65977	179345199	179369782	24584	+	0	overlapStart	0	PLEKHA3
chr2	179345320	179345333	14	*	X5153	51661	179328391	179343355	14965	-	1964	upstream	1964	FKBP7
chr2	179345320	179345333	14	*	X5153	65977	179345199	179369782	24584	+	0	inside	120	PLEKHA3
chr2	183580727	183580820	94	*	X5158	54431	183580768	183644750	63983	+	0	overlapStart	0	DNAJC10
